#VARNUM,VARNAM,VARUNIT,SHORTNAME,DOMAIN,PRECISION,DECIMALS,REPORTFORM,UNITCODE,ACTIVE,ALPHAVAR,CATEGORY1,CATEGORY2,SPARE1,SPARE2,DBVER24,DATECREATE,TIMECREATE,USERCREATE,DATEMOD,TIMEMOD,USERMOD
5241,3-Methylcholanthrene 56-49-5 (\181g/l),micrograms/litre,3-Methylcholanthrene,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
5242,Naphthalene 91-20-3 (\181g/l),micrograms/litre,Naphthalene 91-20-3,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
5243,Phenanthrene 85-01-8 (\181g/l),micrograms/litre,Phenanthrene 85-01-8,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
5244,Pyrene 129-00-0 (\181g/l),micrograms/litre,Pyrene 129-00-0 (\181g/,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
5245,2-Chloronaphthalene 91-58-7 (\181g/l),micrograms/litre,2-Chloronaphthalene,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
5401,BTEX (mg/l),mg/l,BTEX (mg/l),WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
5402,BTEX (\181g/l),micrograms/litre,BTEX (\181g/l),WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
5403,methylbenzene (mg/l),mg/l,methylbenzene (mg/l),OTH,0.000001,6,LEVEL,MGL,T,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
5404,Dimethylbenzene (mg/l),mg/l,Dimethylbenzene (mg/,OTH,0.000001,6,LEVEL,MGL,T,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
5411,Ethylbenzene 100-41-4 (\181g/l),micrograms/litre,Ethylbenzene 100-41-,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
5412,Chlorobenzene 108-90-7 (\181g/l),micrograms/litre,Chlorobenzene 108-90,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
5413,1\0442\0444-Trichlorobenzene 120-82-1 (\181g/l),micrograms/litre,1\0442\0444-Trichlorobenze,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
5414,4-Bromofluorobenzene 460-00-4 (\181g/l),micrograms/litre,4-Bromofluorobenzene,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
5415,Benzene 71-43-2 (\181g/l),micrograms/litre,Benzene 71-43-2 (\181g/,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
5416,Benzene - Average (\181g/l),micrograms/litre,Benzene - Average (u,OTH,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
5417,Benzene - Maximum (\181g/l),micrograms/litre,Benzene - Maximum (u,OTH,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
5418,Volatile Organic Compounds - 1 min ave (,ppm,Volatile Organic Com,OTH,0.000001,6,LEVEL,PPM,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
5419,Volatile Organic Compounds - inst (ppm),ppm,Volatile Organic Com,OTH,0.000001,6,LEVEL,PPM,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
5451,Total Petroleum Hydrocarbons C6-C9,mg/l,TPH C6-C9 (mg/l),WQ,0.00001,5,LEVEL,MGL,T,,,,,,F,,0,,21/12/2012,947,SPETCHEL
5452,Total Petroleum Hydrocarbons C10-C14,mg/l,TPH C10-C14 (mg/l),WQ,0.00001,5,LEVEL,MGL,T,,,,,,F,,0,,21/12/2012,1012,SPETCHEL
5453,Total Petroleum Hydrocarbons C15-C28,mg/l,TPH C15-C28 (mg/l),WQ,0.00001,5,LEVEL,MGL,T,,,,,,F,,0,,21/12/2012,1012,SPETCHEL
5454,Total Petroleum Hydrocarbons C29-C36,mg/l,TPH C29-C36 (mg/l),WQ,0.00001,5,LEVEL,MGL,T,,,,,,F,,0,,21/12/2012,1012,SPETCHEL
5621,Acrylonitrile ???107-13-1 (\181g/l),micrograms/litre,Acrylonitrile ???107,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
5701,Total Polychlorinated Biphenyls (mg/l),mg/l,Total Polychlorinate,WQ,0.00001,5,LEVEL,MGL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
5702,Total Polychlorinated Biphenyls (\181g/l),micrograms/litre,Total Polychlorinate,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
5721,Arochlor1016 12674-11-2 (\181g/l),micrograms/litre,Arochlor1016 12674-1,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
5722,Arochlor1221 11104-28-2 (\181g/l),micrograms/litre,Arochlor1221 11104-2,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
5723,Arochlor1232 11141-16-5 (\181g/l),micrograms/litre,Arochlor1232 11141-1,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
5724,Arochlor1242 53469-21-9 (\181g/l),micrograms/litre,Arochlor1242 53469-2,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
5725,Arochlor1248 12672-29-6 (\181g/l),micrograms/litre,Arochlor1248 12672-2,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
5726,Arochlor1254 11097-69-1 (\181g/l),micrograms/litre,Arochlor1254 11097-6,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
5727,Arochlor1260 11096-82-5 (\181g/l),micrograms/litre,Arochlor1260 11096-8,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
6001,Viruses (orgs/100ml),Orgs/100mL,Viruses (orgs/100ml),WQ,0.00001,5,LEVEL,CPHM,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
6002,Gram Negative bacteria,Colony Forming units,Gram Negative bacter,WQ,0.00001,5,LEVEL,SCAL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
6003,Gram Positive bacteria,Colony Forming units,Gram Positive bacter,WQ,0.00001,5,LEVEL,SCAL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
6101,Total Plate Count,Colony Forming units,Total Plate Count,WQ,0.00001,5,LEVEL,SCAL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
6102,Gram negative bacteria,Colony Forming units,Gram negative bacter,WQ,0.00001,5,LEVEL,SCAL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
6103,Gram positive bacteria,Colony Forming units,Gram positive bacter,WQ,0.00001,5,LEVEL,SCAL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
6111,Total Coliform,Colony Forming units,Total Coliform,WQ,0.00001,5,LEVEL,SCAL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
6112,Faecal Coliform,Colony Forming units,Faecal Coliform,WQ,0.00001,5,LEVEL,SCAL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
6113,Salmonella,Colony Forming units,Salmonella,WQ,0.00001,5,LEVEL,SCAL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
6114,E. coli,Colony Forming units,E. coli,WQ,0.00001,5,LEVEL,SCAL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
6115,E. coli (orgs/100ml),Orgs/100mL,E. coli (orgs/100ml),WQ,0.00001,5,LEVEL,CPHM,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
6121,Faecal Streptococci,Colony Forming units,Faecal Streptococci,WQ,0.00001,5,LEVEL,SCAL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
6122,Enterococci,Colony Forming units,Enterococci,WQ,0.00001,5,LEVEL,SCAL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
6131,Thiobacillus,Colony Forming units,Thiobacillus,WQ,0.00001,5,LEVEL,SCAL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
6132,Pseudomonas,Colony Forming units,Pseudomonas,WQ,0.00001,5,LEVEL,SCAL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
6133,Aeromonas,Colony Forming units,Aeromonas,WQ,0.00001,5,LEVEL,SCAL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
6141,Nitrosomonas,Colony Forming units,Nitrosomonas,WQ,0.00001,5,LEVEL,SCAL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
6142,Nitrobacter,Colony Forming units,Nitrobacter,WQ,0.00001,5,LEVEL,SCAL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
6151,Iron Bacteria,Colony Forming units,Iron Bacteria,WQ,0.00001,5,LEVEL,SCAL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
6152,Sulphur Bacteria,Colony Forming units,Sulphur Bacteria,WQ,0.00001,5,LEVEL,SCAL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
6201,Actinomycetes,Colony Forming units,Actinomycetes,WQ,0.00001,5,LEVEL,SCAL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
6202,Thiobacillus,Colony Forming units,Thiobacillus,WQ,0.00001,5,LEVEL,SCAL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
6203,Microfungae,Colony Forming units,Microfungae,WQ,0.00001,5,LEVEL,SCAL,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
7001,Chlorophyll-a (\181g/l),micrograms/litre,Chlorophyll-a (\181g/l),WQ,0.00001,5,LEVEL,UT,T,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
7002,Chlorophyll-b (\181g/l),micrograms/litre,Chlorophyll-b (\181g/l),WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
7003,Chlorophyll-c (\181g/l),micrograms/litre,Chlorophyll-c (\181g/l),WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
7004,Total Chlorophyll (\181g/l),micrograms/litre,Total Chlorophyll (u,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
7005,Phaeophytin (\181g/l),micrograms/litre,Phaeophytin (\181g/l),WQ,0.00001,5,LEVEL,UT,T,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
7501,Beryllium (mg/l),mg/l,Beryllium (mg/l),OTH,0.00001,5,LEVEL,MGL,T,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
7502,Scandium (\181g/l),micrograms/litre,Scandium (\181g/l),WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
7503,Gallium (\181g/l),micrograms/litre,Gallium (\181g/l),WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
7504,Germanium (\181g/l),micrograms/litre,Germanium (\181g/l),WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
7505,Rubidium (\181g/l),micrograms/litre,Rubidium (\181g/l),WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
7506,Ruthenium (\181g/l),micrograms/litre,Ruthenium (\181g/l),WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
7507,Rhodium (\181g/l),micrograms/litre,Rhodium (\181g/l),WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
7508,Palladium (\181g/l),micrograms/litre,Palladium (\181g/l),WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
7509,Tellurium (mg/l),mg/l,Tellurium (mg/l),OTH,0.00001,5,LEVEL,MGL,T,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
7510,Praseodymium (\181g/l),micrograms/litre,Praseodymium (\181g/l),WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
7511,Neodymium (\181g/l),micrograms/litre,Neodymium (\181g/l),WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
7512,Samarium (\181g/l),micrograms/litre,Samarium (\181g/l),WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
7513,Europium (\181g/l),micrograms/litre,Europium (\181g/l),WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
7514,Terbium (\181g/l),micrograms/litre,Terbium (\181g/l),WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
7515,Dysprosium (\181g/l),micrograms/litre,Dysprosium (\181g/l),WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
7516,Holmium (\181g/l),micrograms/litre,Holmium (\181g/l),WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
7517,Erbium (\181g/l),micrograms/litre,Erbium (\181g/l),WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
7518,Thulium (\181g/l),micrograms/litre,Thulium (\181g/l),WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
7519,Ytterbium (\181g/l),micrograms/litre,Ytterbium (\181g/l),WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
7520,Lutetium (\181g/l),micrograms/litre,Lutetium (\181g/l),WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
7521,Hafnium (\181g/l),micrograms/litre,Hafnium (\181g/l),WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
7522,Tantalum (\181g/l),micrograms/litre,Tantalum (\181g/l),WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
7523,Tungsen (\181g/l),micrograms/litre,Tungsen (\181g/l),WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
7524,Rhenium (\181g/l),micrograms/litre,Rhenium (\181g/l),WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
7525,Osmium (\181g/l),micrograms/litre,Osmium (\181g/l),WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
7526,Iridium (\181g/l),micrograms/litre,Iridium (\181g/l),WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
7527,Platinium (\181g/l),micrograms/litre,Platinium (\181g/l),WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
7528,Thallium (\181g/l),micrograms/litre,Thallium (\181g/l),WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
7529,Cerium (\181g/l),micrograms/litre,Cerium (\181g/l),WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
7530,Gadolinium (\181g/l),micrograms/litre,Gadolinium (\181g/l),WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
7531,Lanthanum (\181g/l),micrograms/litre,Lanthanum (\181g/l),WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
7532,Niobium (\181g/l),micrograms/litre,Niobium (\181g/l),WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
7533,Yttrium (\181g/l),micrograms/litre,Yttrium (\181g/l),WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
7534,Thorium - total (\181g/l),micrograms/litre,Thorium - total (\181g/,WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
7535,Indium (\181g/l),micrograms/litre,Indium (\181g/l),WQ,0.00001,5,LEVEL,UT,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8000,Sample volume (l),Litres,Sample volume (l),OTH,0.000001,6,LEVEL,L,T,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8001,Sample depth (mm),mm,Sample depth,OTH,1,0,TOTAL,MM,T,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8003,Total Algae Count (inc BGA) (cells/ml),cells/ml,Total Algae Count (i,OTH,0.000001,6,LEVEL,CPML,T,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8004,BGA Algalscan (cells/ml),cells/ml,BGA Algalscan (cells,OTH,0.000001,6,LEVEL,CPML,T,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8100,Algae - unknown taxa (cells/ml),cells/ml,Algae - unknown taxa,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8101,Division CHLOROPHYTA - total count (cell,cells/ml,Division CHLOROPHYTA,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8102,Division CHLOROPHYTA - unknown genus (ce,cells/ml,Division CHLOROPHYTA,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8111,Sub-phyllum CHAROPHYCEAE - total count (,cells/ml,Sub-phyllum CHAROPHY,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8112,Sub-phyllum CHAROPHYCEAE - unknown genus,cells/ml,Sub-phyllum CHAROPHY,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8121,Order Charales - total count (cells/ml),cells/ml,Order Charales - tot,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8122,Order Charales - unknown genus (cells/ml,cells/ml,Order Charales - unk,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8123,Chara (cells/ml),cells/ml,Chara (cells/ml),WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8124,Nitella (cells/ml),cells/ml,Nitella (cells/ml),WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8131,Sub-phyllum CHLOROPHYCEAE - total count,cells/ml,Sub-phyllum CHLOROPH,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8132,Sub-phyllum CHLOROPHYCEAE - unk. genus (,cells/ml,Sub-phyllum CHLOROPH,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8133,Green filamentous (unidentified) (cells/,cells/ml,Green filamentous (u,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8134,Green filamentous (unidentified) (cells/,cells/ml,Green filamentous (u,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8141,Order Chaetophorales - total count (cell,cells/ml,Order Chaetophorales,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8142,Order Chaetophorales - unknown genus (ce,cells/ml,Order Chaetophorales,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8143,Apatococcus (cells/ml),cells/ml,Apatococcus (cells/m,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8144,Chaetophora (cells/ml),cells/ml,Chaetophora (cells/m,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8145,Desmococcus (cells/ml),cells/ml,Desmococcus (cells/m,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8146,Stigeoclonium (cells/ml),cells/ml,Stigeoclonium (cells,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8151,Order Chlorococcales - total count (cell,cells/ml,Order Chlorococcales,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8152,Order Chlorococcales - unknown genus (ce,cells/ml,Order Chlorococcales,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8153,Acanthosphaera (cells/ml),cells/ml,Acanthosphaera (cell,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8154,Actinastrum (cells/ml),cells/ml,Actinastrum (cells/m,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8155,Actinastrum aciculare (cells/ml),cells/ml,Actinastrum acicular,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8156,Actinastrum gracilis (cells/ml),cells/ml,Actinastrum gracilis,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8157,Ankistrodesmus (cells/ml),cells/ml,Ankistrodesmus (cell,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8158,Ankistrodesmus falatus (cells/ml),cells/ml,Ankistrodesmus falat,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8159,Ankistrodesmus falatus var acilula (cell,cells/ml,Ankistrodesmus falat,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8160,Ankistrodesmus falatus var setifor (cell,cells/ml,Ankistrodesmus falat,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8161,Ankistrodesmus falcatus (cells/ml),cells/ml,Ankistrodesmus falca,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8162,Ankyra (cells/ml),cells/ml,Ankyra (cells/ml),WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8163,Ankyra judaii (cells/ml),cells/ml,Ankyra judaii (cells,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8164,Botryococcus (cells/ml),cells/ml,Botryococcus (cells/,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8165,Botryococcus (colony) (cells/ml),cells/ml,Botryococcus (colony,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8166,Characium (cells/ml),cells/ml,Characium (cells/ml),WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8167,Chlorella (cells/ml),cells/ml,Chlorella (cells/ml),WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8168,Chodatella (cells/ml),cells/ml,Chodatella (cells/ml,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8169,Chodatella quadriseta (cells/ml),cells/ml,Chodatella quadriset,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8170,Closteridium (cells/ml),cells/ml,Closteridium (cells/,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8171,Closteriopsis (cells/ml),cells/ml,Closteriopsis (cells,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8172,Closteriopsis longissima (cells/ml),cells/ml,Closteriopsis longis,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8173,Coccomyxa (cells/ml),cells/ml,Coccomyxa (cells/ml),WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8174,Coelastrum (cells/ml),cells/ml,Coelastrum (cells/ml,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8175,Crucigenia (cells/ml),cells/ml,Crucigenia (cells/ml,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8176,Crucigenia fenestrata (cells/ml),cells/ml,Crucigenia fenestrat,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8177,Crucigenia tetrapedia (cells/ml),cells/ml,Crucigenia tetrapedi,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8178,Crucigenia truncata (cells/ml),cells/ml,Crucigenia truncata,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8179,Dactylococcus (cells/ml),cells/ml,Dactylococcus (cells,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8180,Dicellula (cells/ml),cells/ml,Dicellula (cells/ml),WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8181,Dictyosphaeriopsis (cells/ml),cells/ml,Dictyosphaeriopsis (,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8182,Dictyosphaerium (cells/ml),cells/ml,Dictyosphaerium (cel,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8183,Dictyosphaerium pulchellum (cells/ml),cells/ml,Dictyosphaerium pulc,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8184,Dictyosphaerium very small species (cell,cells/ml,Dictyosphaerium very,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8185,Dimorphococcus (cells/ml),cells/ml,Dimorphococcus (cell,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8186,Dimorphococcus lunaris (cells/ml),cells/ml,Dimorphococcus lunar,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8187,Elakatothrix (cells/ml),cells/ml,Elakatothrix (cells/,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8188,Elakatothrix gelatinosa (cells/ml),cells/ml,Elakatothrix gelatin,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8189,Elakatothrix lacustria (cells/ml),cells/ml,Elakatothrix lacustr,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
